texte,categorie,priorite
l'année dernière victime vol d'identité supposé quelqu'un utilisé nom d'identité devenu collection trouvé ok rapport de police complété rapport de vol d'identité ftc identifier vol lettre de litige copie rapport de crédit loi sur le crédit équitable acte ftc avis fourniture copie d'identité info faxée numéro de fax fourni envoyer y compris la preuve jointe ok avance rapide semaine agence d'évaluation du crédit collecteur du service temps supprimé rapport de crédit du service supprimé autour de la pensée cauchemar bien avance rapide aujourd'hui récemment obtenir un appel téléphone société de recouvrement différente appelant département rapport de crédit supprimé bien le collectionneur original doit vouloir supprimer doit être vendu agence de recouvrement de dept retour rapport de crédit différent société de recouvrement appelant disant devoir une dette actuellement refuser la fin même si envoyé la documentation nécessaire preuve de vol d'identité note clé aimerait fournir s'il vous plaît parlé beaucoup de gens téléphone d'accord informations folles tout voir clairement la fraude n'a jamais vécu kansa ne compte jamais la vie clairement difficile voir lieu vécu question représentant du téléphone dit,mauvaise_qualite,faible
"peut concerner une plainte concernant la banque de la ville, un processus de contestation injuste, un résultat concernant une transaction frauduleuse, un compte récemment tenté de conclure un accord commercial, un achat de dépanneuse, une réparation automobile, une commande de service, un achat de dépanneuse, une vente aux enchères d'une dépanneuse, l'entreprise présumée a effectué plusieurs transactions monétaires, plusieurs commandes de cartes de crédit, finaliser une transaction de camion de livraison, un achat de camion par carte de crédit, suit une carte de crédit, une carte de crédit, un montant supplémentaire facturé, un achat de réparation réclamé par le commerçant, une société de carte citi a également géré l'argent de la réclamation, un coût d'inspection présumé, un comportement frauduleux suspecté, l'agence a tenté de réclamer une rétrofacturation, la société de carte de crédit, la documentation appropriée a pris des mesures équitables, un examen complet, une documentation évidente, la citibank a fourni une résolution vague des litiges, un commerçant favorisé, accepté faux documents frauduleux documents légitimes selon le commerçant de la Citibank prétendument achetés prétendument livrés alors qu'ils ont été achetés à l'aide d'un chèque de banque, en outre le commerçant a fourni un faux pur non vérifié",mauvaise_qualite,faible
"je dois aussi m'adresser au tribunal fédéral concernant l'hypothèque de début de maison forclose faux prêt de transfert de signature poursuivi je suis rentré à la maison en essayant de résilier le salaire contacté dire à la maison a terminé la société de recouvrement harcelé exigeant retour est retourné au tribunal réglé a été vendu selene finance est allé juge fédéral al ordonné le retour de l'hypothèque a été période de paiement mois reçu paperasse commencer à payer l'hypothèque signer la paperasse rédigée de manière incorrecte le mois payé encaisserait le chèque de banque silencieusement fermé le papier d'avis répondrait à la question envoyée par courrier lettre certifiée texas concernant la preuve de propriété de la maison réponse pourfermé toujours la maison veut savoir la maison se conformer à l'ordonnance du juge fédéral, réponse hypothécaire, ni savoir, titrisé, un commentaire, aidez-moi s'il vous plaît",mauvaise_qualite,faible
carillon banque cinq incidents distincts client capable d'utiliser aucune carte de débit carte de crédit au cours des douze derniers mois récemment atteint carillon carte de débit refusé suffisamment de fonds d'abord essayé nier le problème a continué envoyer des preuves via des captures d'écran a dit problème marchand pressé dit problème répliqué marchand dit carte de crédit débit défectueux demandé carte de crédit carillon transaction bancaire client achat effectué à l'aide de la carte de crédit carte en métal serait émis cependant fait clair carte en métal problème unique serait remplacé circonstance demandée a pris un mois faire achat suite à l'enquête communication coupée du carillon envoyé trois e-mails les trois derniers jours impossible d'utiliser la carte de débit de crédit compte d'argent dépôt direct aller impossible d'acheter un mandat loyer impossible d'acheter épicerie ligne téléphonique état volume d'appels élevé réponse essayer de chercher une réponse en ligne bot en ligne au moins deux dernières semaines temps multiple e-mail service client resté sans réponse besoin d'aide compte bancaire bloqué gelé problème incroyablement frustrant cinquième fois après douze mois carillon de fonds membre peu de responsabilité fin,mauvaise_qualite,faible
contacté citibank trois montant de retrait non autorisé s'est produit compte courant citibank signalé fraude dept citibank victime d'un escroc appel signalé escroc appelé employé réclamé un nommé offert aide ajouter une fonction de sécurité protéger le compte a marché installation programme appelé application pour ordinateur portable appelé logiciel de téléphone portable partenaire capable d'accéder à l'ordinateur faire trois retraits compte chèque citibank téléphone dit traçage escroc ordinateur arrêter d'obtenir le compte donc laisser l'ordinateur téléphone portable heure terminer enquête alerté appel reçu banque tentative non autorisée retirer de l'argent compte courant bloqué appelé vérifier l'identifiant de l'employé partagé dit fausse identité ni l'un ni l'autre des deux escrocs ont réalisé le compte bancaire compromis programme désinstallé ordinateur portable application supprimée téléphone portable immédiatement escroc appelé plusieurs fois déconnecté accès au lien ordinateur portable appel de téléphone portable reçu identifiant de l'appelant citi effectivement généré citibank date suivante service de fraude a dit doit déposer un litige trois retrait citibank enquêter contact demandé chance cou,mauvaise_qualite,critique
contacté experian fausses informations placées rapport de crédit demandé entreprise mener une enquête système d'information attiré l'attention adresse nom nom du système adresse veuillez supprimer le rapport de crédit à la place mener une enquête réelle agent déjà dit erreur d'orthographe sans investir question essentiellement demandé orthographe nom adresse mettre rapport de crédit extrêmement contrarié vouloir supprimer l'enregistrement endommageant de fausses informations détruit la vie des gens,mauvaise_qualite,faible
quelqu'un utilisant son identité prêt de carte de crédit ouvert payé montant incroyable compte ouvert dur s'enquiert sérieusement besoin d'aide connaître confiance insensée n'importe qui s'il vous plaît aider à rendre la vie difficile recevoir de fausses lettres banque approuvée reçu carte de crédit faux travail supposer réparer croire besoin de fonds de roulement entreprise se faire refuser supposer acheter une maison savoir voiture va bientôt repo ne peux pas obtenir d'aide à personne s'il vous plaît dire comment réparer mon numéro de téléphone mon travail ne sais pas,mauvaise_qualite,faible
troisième association fédérale de prêt d'épargne cleveland troisième adresse fédérale oh comté de floride hypothèque instrument livre page date de dépôt comté de floride garantie spéciale acte instrument livre page concédant transmet bénéficiaire propriété page joint acte match propriété décrit p acte droit transmettre description légale page jointe garantie spéciale match description légale autorisation document page réponse lettre troisième plainte de prêt d'épargne fédéral défectueux daté ours signature réponse lettre lire suit également joint pièce plainte conseillant cfpb applicable agence de régulation hypothèque propriété concédant droit transmettre demandant cfpb occ applicable agence de régulation prendre des mesures immédiates directes troisième fédéral modifier la description légale du concédant d'hypothèque propriété correctement reflétée note d'hypothèque document voir page page jointe acte de garantie comparaison description légale merci assistance immédiate question nj lettre de réponse troisième fédéral ci-joint pièce lue suit ours date signature cfpb bureau c,mauvaise_qualite,faible
contacté le service de recouvrement allié dette en dollars du nevada due jamais numéro de client donné résoudre le problème rien essayer de vérifier les informations personnelles signées immédiatement surveiller l'entreprise possibilité de vol d'identité excellent acsi mettre le rapport de crédit malgré le fait toujours la dette a également signalé la dette simplement très bientôt mettre la dette en dollars sur le rapport de crédit même la dette réitérer selon le rapport première personne fait même déranger le changement faux représentant la société la société fait vraiment de la dette besoin de fermer la porte une coïncidence malheureuse a amené une pratique de vol d'identité toujours horrible doit être surveillée de près,mauvaise_qualite,critique
"autour du litige initié découvrir concernant le montant de la transaction résultat recevoir le produit défectueux essentiellement le commerçant fournir commandé produit gratuit défectueux spécifiquement canapé sectionnel néanmoins découvrir un litige apparemment fermé selon le compte en ligne envoyer la correspondance considérer les informations envoyées par la poste boîte postale illustrée reçu de retour date jointe découvrir le représentant allègue recevoir la documentation malgré le fait joint accusé de réception appelé suivre le litige compte en ligne reflété litige fermé demandé parler le superviseur a dit que l'on reviendrait dans l'heure date de réception rappeler le superviseur a appelé le statut du chèque litige dit fax pièces justificatives suivi le représentant du rayon a communiqué la charge toujours la phase de litige reviendrait sur le compte mais le compte de refacturation du compte présumé superviseur assuré surveillerait le compte la charge reviendrait sur le compte aujourd'hui a parlé le superviseur présumé a communiqué la documentation soumise en fin de compte, la communication a été inefficace et a résolu le problème.",mauvaise_qualite,faible
bien fargo banque envoyé message disant activité inhabituelle fin de la carte numéro de réclamation fargo détection de fraude dit dept charge mine dit arrêter le fichier de carte réclamation envoyée une autre carte le lendemain dit ne peut pas obtenir une autre carte mois dû remplissage litige rempli aucun litige frauduleux mise fausse réclamation ordre acheter etc envoyé obtenir fichier réclamation récupérer dit réclamation non frauduleux frauduleux banque dire compte ne peut pas obtenir la carte mois toujours utiliser le compte on m'a dit que le compte est fermé ne jamais ouvrir un autre compte bien fargo banque jamais argent compte fermé disant charge revenant rien lire pour ordre commercial facturé deux commande dit article contesté mois réclamer l'argent bancaire tous les jours contrat d'entrée en comptabilité appelé accord d'application état divulgation complète homme vivant faire un certain montant litige compte ouvert dit quelque chose de mal monnaie contestée numéro d'entrée en comptabilité bancaire frauduleux vague encore dose dire raison faite accord d'application inyo contrat juridiquement contraignant indiquant le droit de réserve ucc homme vivant unique bénéficiaire donc,mauvaise_qualite,elevee
fait achat article page Web appelé utilisation autorisée paypal article trouvé site web faux essayé communiquer email temps jamais reçu de réponse soumis réclamation paypal refusé disant facturation litige ouvert enquête a donné le montant du compte de crédit ordinateur payé jamais reçu le lendemain paypal a également envoyé de l'argent je suppose que la plainte demandée a été rappelée demander de reprendre le crédit a reçu l'argent remboursé paypal je reçois un e-mail appel téléphonique paypal disant que le compte déficitaire compte gelé recevoir le paiement appelé dit à quelqu'un plainte annulée qui est retournée par paypals remboursement a parlé banque hier recherché tout le processus dit n'a rien fait de mal devoir paypal quoi que ce soit reçu de l'argent essayé à plusieurs reprises parler du département des Limatatons Paypal mettre en attente ne jamais revenir honnêtement savoir,mauvaise_qualite,faible
notifié société de surveillance du crédit montant de la collecte affiché crédit service de collecte au nom de la société lors de l'enquête appris affilié ouvert un compte de téléphone portable équipement utilisant un numéro de sécurité sociale volé nouveau processus de création de compte affilié prendre copie identification suspecte affilié exécuter une vérification de crédit affilié exécuter une vérification de crédit en utilisant un ssn volé nouveau compte serait refusé verrouillage placé société de crédit après plusieurs années admis ensemble de compte frauduleusement entre-temps le pointage de crédit élevé a chuté heure de travail date de travail réparer le fichier de rapport de crédit rapport de police rapport ftc concerné longue prise supprimer les informations frauduleuses le fait de crédit permet à l'affilié de s'engager dans une pratique contraire à l'éthique impliquant l'ouverture d'un nouveau compte stupéfiant croire nécessaire d'enquêter complètement ignorant compte frauduleux ouvert deux ans semaine informé autorisé service lever du soleil lieu de collecte avis crédit suspect utilisé ssn utilisé fausse adresse adresse fait adresse professionnelle depuis le client ligne fixe année toujours payé temps compte vérifié exister,mauvaise_qualite,faible
emploi offert donné un chèque frauduleux déposé par une banque américaine société entreprise arnaquée emploi banque américaine a déclaré qu'il allait protéger le cas du client la fraude par chèque permettrait un faux chèque déposé un chèque vérifié bon permis de retirer de l'argent déposé un rapport de police en arrière banque américaine audace compte tenu des charges offs crédit ruiné besoin de compte arrêter signalé un dépôt de plainte au bureau de crédit majeur cfpb ftc société accepter la plainte inacceptable donner à la banque américaine une chance bonne chose fermer le compte arrêter complètement de signaler la plainte du dossier de crédit prendre loin besoin d'aller se faire retirer le rapport de crédit envoi lettre faire savoir au gars vouloir venir dès que possible s'il vous plaît arrêter de signaler le bureau de crédit en attente réponse,mauvaise_qualite,elevee
mois mois bail ancien appartement notifié gestionnaire quittant le mois prochain contrat dit anglais bien demandé frère parle mieux anglais parler gestionnaire bien notifier le dernier jour appartement frère confirmé dernière date compris vous a dit de déduire les frais de dépôt d'accord tout ce que vous avez demandé écrire bien mettre écrire frère est allé le lendemain boîte déposée à l'extérieur du bureau bureau fermé heure déplacé appartement abandonné clé bureau reçu lettre appartement demandant loyer presque frais donner avis paierait le mois dernier mois séjour considérerait besoin mois notification charge mois période de notification essayé parler gestionnaire menacé soit payer agence de recouvrement ruiner le crédit s'attendre à poursuivre en justice le tribunal envoyé fausse facture agence de recouvrement jamais contacté écrire jamais appelé fausse facture manière évidente d'utiliser le pouvoir en menaçant les gens en profitant de faibles compétences en communication linguistique,mauvaise_qualite,faible
reçu document concernant le montant de la facture quelque chose disant toujours devoir intérêts wagon société côte professionnel petit derrière mot moitié u département bureau du trésor service fiscal service actuel service fiscal exceptionnel délinquant obligation fédérale nom département santé service humain placé compte agence recouvrement avocat impliqué numéro de cas mensonge argent dit obtiendrait presque règlement donné vu chèque trouver chèque l'amérique a menti dit bien disant mensonge dit payé quoi que ce soit illégal frauduleux faux faux privilège généré procuré signé faux frauduleux alléguer collecteur de dettes résultat vol d'identité déchargé immédiatement contester la validité facture fausse dette hdc connaissance défaut instrument instrument secondaire instrument en direct agent un supposé donner le paiement donner du repos essayé de te creuser dire d'accord prendre un montant d'argent service d'exécution règlement chèque est venu fiancé volontaire illégal étranger parler action malveillante essayer profiter gentil avocat poignarder dans le dos montant abusif fraude au fonds frau,mauvaise_qualite,critique
contacté la banque alliée concernant la demande d'extension ci-jointe précédemment contestée paiement en retard signalé banque alliée envie de représailles plainte valeur taux d'endettement titre inversé lésé en raison de fraude agence de vente de pièces a dit de prendre le commerce de voiture même si la revente de véhicule autorisée remplace la pièce défectueuse appelant le véhicule citron disant coincé auto doit valeur bien valeur dû citron identifiant rapport empêcher le véhicule vendu véhicule vendu vous a fourni faux rapport indiquant le problème de rappel d'airbag cas de voiture a pris le véhicule la géorgie a effectué le travail de garantie à trois occasions distinctes le directeur des ventes a contacté acheter le véhicule en bon état dossier d'entretien est finalement devenu intéressé à échanger un nouveau véhicule à ressorts la responsabilité acceptée du concessionnaire pourrait-elle tomber en cas de demande de prolongation provisoire de l'honneur de la banque alliée,mauvaise_qualite,faible
n'importe quoi société de rapport de crédit système de crédit du sud-ouest appeler tous les jours ne jamais laisser de message numéro de bloc rappeler un autre numéro regardé en ligne des centaines de personnes beaucoup ont dit de fausses dettes,mauvaise_qualite,faible
vérifié boîte postale carte de débit citibank contacté immédiatement figure va dit ne jamais traiter quoi que ce soit citibank définitivement jamais ouvert de compte courant appelé compte trouvé dit compte fermé contact département de vol d'identité jour fermé vacances nécessaire n'importe quoi atteindrait dit compte ouvert en ligne voir lot fraude compte personnes ouverture faux compte caisse de chômage mettre le compte dirait le fonds est venu aujourd'hui vérifié boîte postale compte chèque appelé numéro de vol d'identité étant donné même inutile première fois appelé lieu geler trois bureau de crédit demandé déposer plusieurs plaintes une semblant prendre au sérieux,mauvaise_qualite,critique
arnaqué en essayant de sous-louer un appartement escroc envoyé un chèque de banque loyer déposé chèque envoyé différence deux via chèque déposé devenu faux contacté poursuite essayer d'annuler la transaction dit que rien ne pouvait initier la transaction,mauvaise_qualite,faible
"demande de prêt soumise doc hypothèque résidentielle primaire nmls regardant doc fiches de paie dit que le prêt serait approuvé dit évaluation des salaires dès que possible date de clôture bientôt conseillé agent de crédit nmls mari travaillant à temps plein actuellement à temps plein bientôt chèque de paie soumis clairement dire mari employé saisonnier mais agent de crédit pointu à temps plein a dit amende avant payé évaluation acompte jour de clôture l'agent de prêt est revenu vous avez dit la ligne directrice du prêt changé fha gouvernement avait besoin mari prêt à temps plein ne sera pas approuvé dit doc prêt est venu fausse entreprise obtenir approuvé dit rien vous a dit approuvé clôture de la journée admis plusieurs fois attrapé il y a longtemps, sans vous coûter du temps, de l'argent, des coûts d'évaluation des coûts de pré-déménagement, etc., vous avez dit le coût informatif remboursé, la faute a également déclaré que l'agent immobilier vous avait bien envoyé un e-mail disant que je ne pouvais pas rembourser le temps investi",mauvaise_qualite,faible
rapport de police déposé rapport de police réaliser compte notifié par la banque étape négative succursale trouver compte bloqué carte fichier de travail litige banque fournie informations revenues informations utilisées chèque de dépôt fausse signature ne correspond pas à la mienne retirer le compte de fonds consentement besoin d'aide cause information vendue société appelée bloquer l'ouverture d'un compte bancaire qui fait mal nom nouveau compte bancaire,mauvaise_qualite,faible
lettre reçue well fargo banque well fargo nom du compte adresse lettre compte ouvert informe chèque déposé compte encaissé soupçonné de contrefaçon identité well fargo fraude habile ouvert nom du compte déposé faux chèque faux compte appelé immédiatement reçu lettre dit demandé opérateur dire identité fraude habile dit fait en ligne demandé fournir une direction à venir partie mesure de sécurité éviter que cela se produise tentative d'identité fraude habile nom fournir plus arrivé grande préoccupation nuire à la situation financière garder le document accès privé personne d'autre accéder aux informations électroniques mot de passe protégé,mauvaise_qualite,critique
fait abonnement payant abonnement six mois coût total entreprise envoyer un colis mois dans le premier mois un mois de retard sp attendre un mois supplémentaire obtenir le colis le colis est arrivé est venu produit de mauvaise qualité un article manquant le mois prochain paquet chose article avait l'air de mauvaise qualité décidé demande de remboursement bon service client fichier litige compte bancaire en raison du manque de communication cas fermé argent perdu en outre la société arrête d'envoyer reste produit doit envoyer deux colis envoyer mise à jour n'importe quoi journal du compte ca même voir l'historique des commandes abonnement précédent obtenu,mauvaise_qualite,faible
Capital One dont l'appel téléphonique enregistré demandé impliquait d'essayer une fausse situation complice agent des forces de l'ordre voler une carte de débit lettre retournée Capital One plomb complice appel jour crime bavardage prof essayer ensemble,mauvaise_qualite,faible
Equifax autoriser le journal raison nom utilisation entreprise vérifier nom différent utilisation entreprise exemple se présenter abréviation raison vérifié demandé vérification défectueux comme comme parler mur opérateur superviseur actualiser la question vérifier la manière et réparer le système défectueux s'il vous plaît aider,mauvaise_qualite,faible
"gestionnaire d'hypothèques arvest hypothèque centrale appliqué nouveaux frais de fax déclaration récente actuellement deux frais de fax compte un reconnaître le processus de paiement du deuxième appelé arvest personne a parlé dit pouvait dire les frais encourus suivi un collègue a dit qu'il rappellerait les détails attendu près de l'heure appelé suivre deuxième arvest associé a parlé aujourd'hui en mesure de prendre contact collègue a déclaré les frais appliqués simplement numéro d'erreur compte dit aurait pris soin incapable de repérer l'état serait pris en compte assez concerné franchement contrarié type comportement prédateur arvest demandé associé a parlé s'est produit détail également dit numéro appliqué compte appel probablement aurait sans le savoir payé des frais prédateurs illégaux également concerné compte toujours évalué frais erronés croire totalement inexplicable discrétion d'arvest appliquer de faux frais illégaux compte s'attendre à ce que le propriétaire du compte s'assure que les frais soient supprimés, une pénalité encore pire apparaît arvest s'engager dans un comportement illégal recevoir de l'argent retourner les dommages",mauvaise_qualite,faible
"nous, une fausse agence d'information sur les consommateurs appelée sagestream llc, pointage de crédit, a entraîné un taux d'intérêt beaucoup plus élevé, même si nous savons que de faux rapports de crédit sont légaux",mauvaise_qualite,faible
vendredi a reçu un texte bien fargo demander pourrait vérifier l'activité de la carte a immédiatement regardé les informations de compte en ligne vu fargxxxx atm retrait heureusement retrait refusé numéro appelé faire savoir les frais frauduleux carte demandée charger la mienne a dit charge wa charge wa charge wa one wa fargo atm demandé encore la carte a dit oui demandé donné la carte quelqu'un a dit carte annulée tout de suite dit attendre minute parlé réclamation au retour dit refusé choqué rapide décidé déclin réclamation en supposant que le cas refusé malheureusement la transaction s'est produite washington actuellement en direct washington supposé que la banque aurait fait une enquête approfondie beaucoup d'argent voir la pandémie pensait que cela serait utile depuis prêcher site web réponse impact jour est allé le plus proche bien fargo banque parler quelqu'un personne personne a parlé téléphone vraiment manqué trier empathie situation personne parler croire nom assis discuté arrivé surpris examiné cas minute demandé possible gens faire fausse carte dit oui hacker skimmer obtenir des informations aidé soumettre demander avis dit entendre quelqu'un entendre,mauvaise_qualite,critique
écrit concernant la protection contre la fraude fournie Chase l'année précédente acheté en utilisant la carte de crédit Chase nom de la marque chaussure bien connaître le site de la marque clairement site vu précédemment montré vente vente rare chaussure achetée la semaine prochaine chaussure arriver atteint détaillant enregistrement achat à la place est devenu clair discussion fabricant correspondance e-mail fournisseur de site Web falsifié confirmation de produit contrefait clairement fraude chasse annonce protection contre la fraude enquête confirme paiement effectué système construction de l'entreprise transaction clairement frauduleuse chasse refuser honneur protection contre la fraude excuse paiement effectué entreprise pressée poursuite garder mot bien détaillant contrefaçon protection contre la fraude chasse aujourd'hui expérience porte-carte jamais retenu couverture contre la fraude vraie fraude claire aussi jamais mettre une réclamation similaire chasser,mauvaise_qualite,faible
reçu appel fraude enquêteur quelqu'un essayant d'emprunter nom a donné s dob numéro de permis de conduire copie demandée licence envoyée par e-mail fausse mauvaise date d'expiration jeune homme photo reçu couple lettre bancaire refus demande de prêt faite ignoré contacté experian demandé gel de sécurité trouvé plusieurs demandes de prêt autorisé fait,mauvaise_qualite,faible
abbott osborn a échoué à valider le jour de la dette document original menti juge données trompeuses sans autorisation utilisé demandeur faux nom document légal droit d'auteur brevet marque violation courrier rayé faux processus serveur intrusion fraude par fil de courrier soupçonné de harcèlement pandémie juste violation de la loi sur les pratiques de recouvrement des dettes échec de la validation du jour de la dette document original ignoré cesser de s'abstenir ordonnance fraude par courrier électronique soupçonné de harcèlement pandémie équitable pratique de recouvrement de créances violation de la loi a également échoué à valider le jour de la dette document original ignoré cesser de s'abstenir commande de fraude par courrier électronique soupçonné de harcèlement pandémie équitable pratique de recouvrement de créances violation de la loi,mauvaise_qualite,faible
arnaqué en essayant de louer la maison a commencé est allé à la banque obtenir de l'argent recevoir payé recevoir de l'argent regardé même si le gars a arnaqué se faisant clairement passer pour une autre personne bien Fargo a dit que la correspondance de compte considérerait un échange frauduleux de dollar perdu ci-joint faux email de bail bien que je mène une nouvelle maison besoin d'argent sais autre part,mauvaise_qualite,faible
accusé frauduleusement fausse entreprise en ligne montant citibank enquêter sur l'affaire appelée enquête induite en erreur dit toujours enquêté cas fermé pourrait récupérer de l'argent deuxième occasion signalé meilleur achat compte facturé quelque chose achat faire est venu mensonge total donner au client un crédit provisoire échouer enquêter sur l'affaire citibank assuré par le gouvernement fédéral gagner de l'argent client banque argent individuel sécurisé institution argent faim obtenir l'argent du client bonne banque falsifier les informations induire le client en erreur année bancaire paresseux ou incompétent quelque chose comme,mauvaise_qualite,faible
continuer à recevoir du courrier indésirable formulaire e-mail envoyé lettre demandant d'arrêter de recevoir du courrier indésirable jour femme a ordonné d'arrêter la lettre d'appel femme il y a un an problème transféré illégalement compte d'argent faux compte,mauvaise_qualite,faible
compte frauduleux essayé à plusieurs reprises se faire prendre en charge obtenir les documents d'une ordonnance du tribunal bureau du procureur montrant quelqu'un utilisant une fausse identité,mauvaise_qualite,faible
savoir probablement petite victime fraude chèque contrefait td banque emploi faux chèque mauvais numéro d'acheminement signalé tout de suite à la place compte bancaire td suivi protocole bancaire td résoudre preuve évidente chèque contrefait mauvais numéro d'acheminement mauvais chèque stock mauvaise adresse banque td qui rend l'argent enquête facture automatique payer carte de crédit etc. chèque contrefait connaître le numéro d'acheminement réussi chèque traité pris compte courant également signalé coordonnées fl,mauvaise_qualite,elevee
signaler des informations frauduleuses crédit du compte premier montant du compte à plusieurs reprises j'ai contacté pour dire le consentement ouverture du compte je suis l'année scolaire compte quelqu'un a utilisé des informations photo inscrire le compte fraude besoin compte deuxième montant du compte compte ouvert sans consentement en utilisant l'adresse sociale numéro de téléphone le compte doit être supprimé le troisième compte montant du compte cependant le compte a essayé de contacter la suppression du compte considération temps dur en raison du paiement covid solde réglé mais répondre besoin supprimé demande frauduleuse difficile besoin de crédit supprimé temps dur temps en raison de la fraude du temps covid faux crédit de publication de compte supprimer,mauvaise_qualite,faible
"bonjour continuer à mettre un compte de prêt automobile quelqu'un a volé l'identité créée une fausse carte d'identité a acheté le nom du véhicule contacté plusieurs fois continuer à ajouter un compte rapport de crédit rapport Equifax faux rapport de compte autoriser besoin de supprimer le compte arrêter de remettre illégal ajouter de fausses informations rapport de crédit quelqu'un doit créer une fausse carte d'identité posée continuer à mettre un compte rapport de crédit compte d'usurpation d'identité de victime compte frauduleux continuer à placer un rapport demander arrêter de placer un compte rapport Equifax autorisé prêter un prêt automatique violant le droit civil poursuivre ne pas prendre en compte rapport de crédit Equifax ne jamais vouloir d'affaires ne pas aider les gens informations frauduleuses continuer à insister sur le mien jamais compte illégal continuez à ajouter de faux comptes, rapport de solvabilité, veuillez supprimer le compte, contactez la loi, poursuivez en justice, un affidavit pour vol d'identité déjà soumis n'aidera toujours pas à supprimer le procès pour dépôt de compte frauduleux, veuillez le supprimer dès que possible.",mauvaise_qualite,elevee
appelé paypal carte prépayée dépense nette dépôt de paie compte courant frais de discus zone de l'entreprise frais récurrents à venir lieu y compris hôte fausse entreprise langue de la mer difficile comprendre également donné réponse correcte réponse utile commande remboursement argent résoudre le problème s'il vous plaît aider,mauvaise_qualite,faible
"cartouche achetée cartouche épicerie vente voir carte de crédit article acheté politique de retour autorisé retour client article temps magasin cependant découvert cartouche défectueuse tentative de retour retour dimanche épicerie située ut tel reçu original parlait femme gérante du magasin dit politique de retour changé coronavirus produit accepté retourné bien que le produit puisse malgré peut changer la politique de retour effectué achat pourrait retourner n'importe quoi à tout moment magasin refusé accepter le retour clairement expliqué défectueux en outre expliquant tousser abondamment près de dire accepter retour placé litige transaction société de crédit capitalone capitalone crédité réclamant lettre envoyée chercherait une réponse marchand achat notifierait exiger une réponse voir ci-joint reçu une autre lettre capitalone datée semble pris le jour où l'on est autorisé à répondre au litige concernant le compte refacturé malgré une courte fenêtre de réponse, capitalone fournit une lettre de réponse faxée en temps opportun avec un document justificatif, y compris une copie du reçu original, une photo de la marchandise",mauvaise_qualite,elevee
compte courant frauduleux ouvert en ligne nom de l'arizona prochain compte professionnel banque td la banque a essayé de vérifier le compte faux numéro de téléphone fourni pourrait vérifier le compte gelé s'est plaint chèque sans provision trouvé là-bas problème à mi-chèque initialement déposé payé solde final la banque a terminé l'enquête fermé compte frauduleux a donné le cas recommandé contacter rapport de police site Web traitant du vol d'identité,mauvaise_qualite,faible
lettre reçue entreprise indiquant qu'elle doit une dette précise dette correcte appelée essayer d'utiliser une tactique de communication suivre la loi informer quelqu'un de la dette dette originale fausse société de prêt essayer illégalement de collecter de faux demander à cfbp s'impliquer faux processus de recouvrement de créances contacter également le bureau du procureur général de Virginie contacter un cabinet d'avocats arrêter de collecter de fausses dettes,mauvaise_qualite,faible
lettre de réponse datée ci-jointe pièce phh service hypothécaire phh fourni suite à une fausse déclaration trompeuse le long de la fausse preuve faussement prononcée qui y est jointe affichée page cinq cinq communication tout au long de phh continuer à identifier le numéro de compte référencé par le client domaine voir la pièce la personne immobilière existe intérêt immobilier sujet propriété sujet numéro de compte affiché page un cinq communication phh déclaré impliqué compte d'origine donc en mesure de commenter les préoccupations concernant l'origine voir la preuve de la pièce tout déclaré pénalité parjure forclusion dossier relatif à la transaction originale ouï-dire non authentifiés non fondés ni phh savoir si la transaction originale fraude factum produit illégalité sujet récupération affiché page deux cinq communication phh déclaré propriétaire unique compte plutôt compte un plusieurs fiducies d'investissement titrisées série de certificats hypothécaires voir la déclaration de la pièce phh plaidoirie omis numéro de dossier déposé nom omis identité,mauvaise_qualite,faible
Equifax reporting compte illégal crédit compte à tempérament jamais emprunté argent jamais emprunté argent fcra collecteur de dettes prêteur envoyé cesser de s'abstenir lettre pratique trompeuse approvisionnement tombé prêt contrat lettre état doit de l'argent Equifax déclarant créancier rapport de crédit compte fermé dû accepter faux collecteur de dettes supprimer le compte complètement rapport de crédit point de restauration pointage de crédit envoi copie rapport de crédit montrant liste prêt à tempérament acheteur de dette liste Equifax prêt acheteur de dette,mauvaise_qualite,faible
"l'entreprise continue d'essayer d'utiliser un faux numéro, heure de contact, le jour demandé, arrêtez d'appeler plusieurs fois, idée de dette vieille de presque un an, a même donné un arrêt verbal, s'abstenir, continue de harceler",mauvaise_qualite,faible
cher cfpb sénat illinois cour suprême il procureur général juge fédéral tribunal de l'état s'il vous plaît trouver plainte ancien titre de la république floride fonds refus fournir une compensation titre police d'assurance propriété située il en raison titre fatalement défectueux perte totale propriété anciennement fraude transfert frauduleux fraude enrichissement injuste vol propriété argent vol d'identité crime demande d'indemnisation titre politique émis souscrit xxxxvieux titre de la république montant propriété volée propriété entrée contrat prêt mal étiqueté signé billet à ordre hypothèque prétendument financé achat de maison jamais remis en question l'argent est venu puisque raisonnablement cru entrer transaction légitime loi protégée recherché trompé croire achat prêt pensé reçu sans le savoir transaction plus importante déclenchée signature signé document originaire transaction divulguée doctrine judiciaire constitue vraisemblablement une transaction d'accord de prêt présumément prêt argent nécessaire à rembourser à la date indiquée note fait attiré transaction totalement différente prêt m,mauvaise_qualite,elevee
